    0.000e+00     1.000e+00     0.000e+00     0.000e+00 
    3.536e-04     1.000e+00     3.536e-04     0.000e+00 
    7.026e-04     1.000e+00     7.026e-04     0.000e+00 
    1.051e-03     1.000e+00     1.051e-03     0.000e+00 
    1.411e-03     1.000e+00     1.411e-03     0.000e+00 
    1.820e-03     1.000e+00     1.820e-03     0.000e+00 
    2.212e-03     1.000e+00     2.212e-03     0.000e+00 
    2.683e-03     1.000e+00     2.683e-03     0.000e+00 
    3.121e-03     1.000e+00     3.121e-03     0.000e+00 
    3.613e-03     1.000e+00     3.613e-03     0.000e+00 
    4.117e-03     1.000e+00     4.117e-03     0.000e+00 
    4.637e-03     1.000e+00     4.637e-03     0.000e+00 
    5.243e-03     1.000e+00     5.243e-03     0.000e+00 
    5.807e-03     1.000e+00     5.807e-03     0.000e+00 
    6.439e-03     1.000e+00     6.439e-03     0.000e+00 
    7.070e-03     1.000e+00     7.070e-03     0.000e+00 
    7.729e-03     1.000e+00     7.729e-03     0.000e+00 
    8.470e-03     1.000e+00     8.470e-03     0.000e+00 
    9.173e-03     1.000e+00     9.173e-03     0.000e+00 
    9.950e-03     1.000e+00     9.950e-03     0.000e+00 
    1.072e-02     1.000e+00     1.072e-02     0.000e+00 
    1.153e-02     1.000e+00     1.153e-02     0.000e+00 
    1.243e-02     1.000e+00     1.243e-02     0.000e+00 
    1.328e-02     1.000e+00     1.328e-02     0.000e+00 
    1.422e-02     1.000e+00     1.422e-02     0.000e+00 
    1.515e-02     1.000e+00     1.515e-02     0.000e+00 
    1.611e-02     1.000e+00     1.611e-02     0.000e+00 
    1.718e-02     1.000e+00     1.718e-02     0.000e+00 
    1.820e-02     1.000e+00     1.820e-02     0.000e+00 
    1.930e-02     1.000e+00     1.930e-02     0.000e+00 
    2.042e-02     1.000e+00     2.042e-02     0.000e+00 
    2.156e-02     1.000e+00     2.156e-02     0.000e+00 
    2.281e-02     1.000e+00     2.281e-02     0.000e+00 
    2.401e-02     1.000e+00     2.401e-02     0.000e+00 
    2.530e-02     1.000e+00     2.530e-02     0.000e+00 
    2.661e-02     1.000e+00     2.661e-02     0.000e+00 
    2.794e-02     1.000e+00     2.794e-02     0.000e+00 
    2.938e-02     1.000e+00     2.938e-02     0.000e+00 
    3.081e-02     1.000e+00     3.081e-02     0.000e+00 
    3.230e-02     1.000e+00     3.230e-02     0.000e+00 
    3.382e-02     1.000e+00     3.382e-02     0.000e+00 
    3.538e-02     1.000e+00     3.538e-02     0.000e+00 
    3.705e-02     1.000e+00     3.705e-02     0.000e+00 
    3.872e-02     1.000e+00     3.872e-02     0.000e+00 
    4.045e-02     1.000e+00     4.045e-02     0.000e+00 
    4.224e-02     1.000e+00     4.224e-02     0.000e+00 
    4.407e-02     1.000e+00     4.407e-02     0.000e+00 
    4.600e-02     1.000e+00     4.600e-02     0.000e+00 
    4.796e-02     1.000e+00     4.796e-02     0.000e+00 
    4.998e-02     1.000e+00     4.998e-02     0.000e+00 
    5.210e-02     1.000e+00     5.210e-02     0.000e+00 
    5.430e-02     1.000e+00     5.430e-02     0.000e+00 
    5.656e-02     1.000e+00     5.656e-02     0.000e+00 
    5.888e-02     1.000e+00     5.888e-02     0.000e+00 
    6.129e-02     1.000e+00     6.129e-02     0.000e+00 
    6.381e-02     1.000e+00     6.381e-02     0.000e+00 
    6.642e-02     1.000e+00     6.642e-02     0.000e+00 
    6.911e-02     1.000e+00     6.911e-02     0.000e+00 
    7.189e-02     1.000e+00     7.189e-02     0.000e+00 
    7.487e-02     1.000e+00     7.487e-02     0.000e+00 
    7.791e-02     1.000e+00     7.791e-02     0.000e+00 
    8.105e-02     1.000e+00     8.105e-02     0.000e+00 
    8.436e-02     1.000e+00     8.436e-02     0.000e+00 
    8.780e-02     1.000e+00     8.780e-02     0.000e+00 
    9.141e-02     1.000e+00     9.141e-02     0.000e+00 
    9.516e-02     1.000e+00     9.516e-02     0.000e+00 
    9.906e-02     1.000e+00     9.906e-02     0.000e+00 
    1.032e-01     1.000e+00     1.032e-01     0.000e+00 
    1.075e-01     1.000e+00     1.075e-01     0.000e+00 
    1.120e-01     1.000e+00     1.120e-01     0.000e+00 
    1.168e-01     1.000e+00     1.168e-01     0.000e+00 
    1.215e-01     1.000e+00     1.215e-01     0.000e+00 
    1.262e-01     1.000e+00     1.262e-01     0.000e+00 
    1.311e-01     1.000e+00     1.311e-01     0.000e+00 
    1.358e-01     1.000e+00     1.358e-01     0.000e+00 
    1.406e-01     1.000e+00     1.406e-01     0.000e+00 
    1.455e-01     1.000e+00     1.455e-01     0.000e+00 
    1.502e-01     1.000e+00     1.502e-01     0.000e+00 
    1.551e-01     1.000e+00     1.551e-01     0.000e+00 
    1.600e-01     1.000e+00     1.600e-01     0.000e+00 
    1.649e-01     1.000e+00     1.649e-01     0.000e+00 
    1.698e-01     1.000e+00     1.698e-01     0.000e+00 
    1.747e-01     1.000e+00     1.747e-01     0.000e+00 
    1.796e-01     1.000e+00     1.796e-01     0.000e+00 
    1.846e-01     1.000e+00     1.846e-01     0.000e+00 
    1.895e-01     1.000e+00     1.895e-01     0.000e+00 
    1.945e-01     1.000e+00     1.945e-01     0.000e+00 
    1.995e-01     1.000e+00     1.995e-01     0.000e+00 
    2.044e-01     1.000e+00     2.044e-01     0.000e+00 
    2.095e-01     1.000e+00     2.095e-01     0.000e+00 
    2.144e-01     1.000e+00     2.144e-01     0.000e+00 
    2.195e-01     1.000e+00     2.195e-01     0.000e+00 
    2.246e-01     1.000e+00     2.246e-01     0.000e+00 
    2.296e-01     1.000e+00     2.296e-01     0.000e+00 
    2.347e-01     1.000e+00     2.347e-01     0.000e+00 
    2.398e-01     1.000e+00     2.398e-01     0.000e+00 
    2.449e-01     1.000e+00     2.449e-01     0.000e+00 
    2.501e-01     1.000e+00     2.501e-01     0.000e+00 
    2.552e-01     1.000e+00     2.552e-01     0.000e+00 
    2.604e-01     1.000e+00     2.604e-01     0.000e+00 
    2.656e-01     1.000e+00     2.656e-01     0.000e+00 
    2.708e-01     1.000e+00     2.708e-01     0.000e+00 
    2.761e-01     1.000e+00     2.761e-01     0.000e+00 
    2.814e-01     1.000e+00     2.814e-01     0.000e+00 
    2.868e-01     1.000e+00     2.868e-01     0.000e+00 
    2.922e-01     1.000e+00     2.922e-01     0.000e+00 
    2.976e-01     1.000e+00     2.976e-01     0.000e+00 
    3.030e-01     1.000e+00     3.030e-01     0.000e+00 
    3.085e-01     1.000e+00     3.085e-01     0.000e+00 
    3.140e-01     1.000e+00     3.140e-01     0.000e+00 
    3.195e-01     1.000e+00     3.195e-01     0.000e+00 
    3.251e-01     1.000e+00     3.251e-01     0.000e+00 
    3.306e-01     1.000e+00     3.306e-01     0.000e+00 
    3.362e-01     1.000e+00     3.362e-01     0.000e+00 
    3.418e-01     1.000e+00     3.418e-01     0.000e+00 
    3.474e-01     1.000e+00     3.474e-01     0.000e+00 
    3.530e-01     1.000e+00     3.530e-01     0.000e+00 
    3.586e-01     1.000e+00     3.586e-01     0.000e+00 
    3.642e-01     1.000e+00     3.642e-01     0.000e+00 
    3.696e-01     1.000e+00     3.696e-01     0.000e+00 
    3.746e-01     1.000e+00     3.746e-01     0.000e+00 
    3.795e-01     1.000e+00     3.795e-01     0.000e+00 
    3.841e-01     1.000e+00     3.841e-01     0.000e+00 
    3.884e-01     1.000e+00     3.884e-01     0.000e+00 
    3.924e-01     1.000e+00     3.924e-01     0.000e+00 
    3.964e-01     1.000e+00     3.964e-01     0.000e+00 
    4.001e-01     1.000e+00     4.001e-01     0.000e+00 
    4.036e-01     1.000e+00     4.036e-01     0.000e+00 
    4.069e-01     1.000e+00     4.069e-01     0.000e+00 
    4.102e-01     1.000e+00     4.102e-01     0.000e+00 
    4.133e-01     1.000e+00     4.133e-01     0.000e+00 
    4.162e-01     1.000e+00     4.162e-01     0.000e+00 
    4.190e-01     1.000e+00     4.190e-01     0.000e+00 
    4.216e-01     1.000e+00     4.216e-01     0.000e+00 
    4.243e-01     1.000e+00     4.243e-01     0.000e+00 
    4.268e-01     1.000e+00     4.268e-01     0.000e+00 
    4.292e-01     1.000e+00     4.292e-01     0.000e+00 
    4.314e-01     1.000e+00     4.314e-01     0.000e+00 
    4.335e-01     1.000e+00     4.335e-01     0.000e+00 
    4.356e-01     1.000e+00     4.356e-01     0.000e+00 
    4.376e-01     1.000e+00     4.376e-01     0.000e+00 
    4.396e-01     1.000e+00     4.396e-01     0.000e+00 
    4.415e-01     1.000e+00     4.415e-01     0.000e+00 
    4.432e-01     1.000e+00     4.432e-01     0.000e+00 
    4.449e-01     1.000e+00     4.449e-01     0.000e+00 
    4.465e-01     1.000e+00     4.465e-01     0.000e+00 
    4.480e-01     1.000e+00     4.480e-01     0.000e+00 
    4.496e-01     1.000e+00     4.496e-01     0.000e+00 
    4.511e-01     1.000e+00     4.511e-01     0.000e+00 
    4.526e-01     1.000e+00     4.526e-01     0.000e+00 
    4.539e-01     1.000e+00     4.539e-01     0.000e+00 
    4.552e-01     1.000e+00     4.552e-01     0.000e+00 
    4.564e-01     1.000e+00     4.564e-01     0.000e+00 
    4.575e-01     1.000e+00     4.575e-01     0.000e+00 
    4.586e-01     1.000e+00     4.586e-01     0.000e+00 
    4.597e-01     1.000e+00     4.597e-01     0.000e+00 
    4.607e-01     1.000e+00     4.607e-01     0.000e+00 
    4.618e-01     1.000e+00     4.618e-01     0.000e+00 
    4.628e-01     1.000e+00     4.628e-01     0.000e+00 
    4.638e-01     1.000e+00     4.638e-01     0.000e+00 
    4.647e-01     1.000e+00     4.647e-01     0.000e+00 
    4.655e-01     1.000e+00     4.655e-01     0.000e+00 
    4.662e-01     1.000e+00     4.662e-01     0.000e+00 
    4.670e-01     1.000e+00     4.670e-01    1.948e-255 
    4.677e-01     1.000e+00     4.677e-01    2.209e-167 
    4.683e-01     1.000e+00     4.683e-01    5.674e-111 
    4.690e-01     1.000e+00     4.690e-01     7.254e-75 
    4.696e-01     1.000e+00     4.696e-01     3.167e-51 
    4.702e-01     1.000e+00     4.702e-01     1.849e-35 
    4.709e-01     1.000e+00     4.709e-01     8.362e-25 
    4.715e-01     1.000e+00     4.715e-01     1.828e-17 
    4.721e-01     1.000e+00     4.721e-01     2.586e-12 
    4.726e-01     1.000e+00     4.726e-01     1.124e-08 
    4.730e-01     1.000e+00     4.730e-01     3.838e-06 
    4.734e-01     1.000e+00     4.734e-01     1.883e-04 
    4.738e-01     1.000e+00     4.738e-01     2.328e-03 
    4.741e-01     1.000e+00     4.741e-01     1.190e-02 
    4.744e-01     9.993e-01     4.744e-01     3.500e-02 
    4.747e-01     9.935e-01     4.747e-01     6.740e-02 
    4.750e-01     9.745e-01     4.750e-01     9.927e-02 
    4.752e-01     9.428e-01     4.752e-01     1.230e-01 
    4.755e-01     9.104e-01     4.754e-01     1.365e-01 
    4.757e-01     8.889e-01     4.756e-01     1.443e-01 
    4.759e-01     8.756e-01     4.758e-01     1.493e-01 
    4.761e-01     8.666e-01     4.760e-01     1.529e-01 
    4.763e-01     8.599e-01     4.762e-01     1.559e-01 
    4.765e-01     8.544e-01     4.763e-01     1.584e-01 
    4.767e-01     8.495e-01     4.765e-01     1.607e-01 
    4.769e-01     8.451e-01     4.767e-01     1.628e-01 
    4.771e-01     8.410e-01     4.768e-01     1.648e-01 
    4.773e-01     8.370e-01     4.770e-01     1.667e-01 
    4.775e-01     8.332e-01     4.772e-01     1.685e-01 
    4.777e-01     8.296e-01     4.773e-01     1.703e-01 
    4.779e-01     8.261e-01     4.775e-01     1.719e-01 
    4.781e-01     8.226e-01     4.776e-01     1.736e-01 
    4.782e-01     8.193e-01     4.778e-01     1.751e-01 
    4.784e-01     8.161e-01     4.779e-01     1.767e-01 
    4.786e-01     8.129e-01     4.781e-01     1.781e-01 
    4.788e-01     8.098e-01     4.782e-01     1.796e-01 
    4.790e-01     8.068e-01     4.784e-01     1.809e-01 
    4.792e-01     8.038e-01     4.785e-01     1.823e-01 
    4.793e-01     8.010e-01     4.787e-01     1.836e-01 
    4.795e-01     7.982e-01     4.788e-01     1.849e-01 
    4.797e-01     7.954e-01     4.790e-01     1.861e-01 
    4.799e-01     7.928e-01     4.791e-01     1.873e-01 
    4.801e-01     7.902e-01     4.792e-01     1.884e-01 
    4.802e-01     7.877e-01     4.794e-01     1.896e-01 
    4.804e-01     7.852e-01     4.795e-01     1.907e-01 
    4.806e-01     7.828e-01     4.797e-01     1.917e-01 
    4.808e-01     7.805e-01     4.798e-01     1.928e-01 
    4.810e-01     7.782e-01     4.799e-01     1.938e-01 
    4.811e-01     7.759e-01     4.801e-01     1.947e-01 
    4.813e-01     7.738e-01     4.802e-01     1.957e-01 
    4.815e-01     7.716e-01     4.803e-01     1.966e-01 
    4.817e-01     7.696e-01     4.805e-01     1.975e-01 
    4.818e-01     7.675e-01     4.806e-01     1.984e-01 
    4.820e-01     7.655e-01     4.807e-01     1.993e-01 
    4.822e-01     7.636e-01     4.809e-01     2.001e-01 
    4.824e-01     7.617e-01     4.810e-01     2.009e-01 
    4.825e-01     7.598e-01     4.811e-01     2.017e-01 
    4.827e-01     7.580e-01     4.813e-01     2.025e-01 
    4.829e-01     7.562e-01     4.814e-01     2.033e-01 
    4.830e-01     7.544e-01     4.815e-01     2.040e-01 
    4.832e-01     7.527e-01     4.817e-01     2.048e-01 
    4.834e-01     7.510e-01     4.818e-01     2.055e-01 
    4.836e-01     7.493e-01     4.819e-01     2.062e-01 
    4.837e-01     7.477e-01     4.820e-01     2.069e-01 
    4.839e-01     7.461e-01     4.822e-01     2.076e-01 
    4.841e-01     7.445e-01     4.823e-01     2.083e-01 
    4.842e-01     7.429e-01     4.824e-01     2.090e-01 
    4.844e-01     7.414e-01     4.826e-01     2.096e-01 
    4.846e-01     7.398e-01     4.827e-01     2.103e-01 
    4.847e-01     7.383e-01     4.828e-01     2.109e-01 
    4.849e-01     7.368e-01     4.829e-01     2.115e-01 
    4.851e-01     7.354e-01     4.831e-01     2.121e-01 
    4.853e-01     7.339e-01     4.832e-01     2.128e-01 
    4.854e-01     7.325e-01     4.833e-01     2.134e-01 
    4.856e-01     7.311e-01     4.834e-01     2.140e-01 
    4.858e-01     7.297e-01     4.835e-01     2.145e-01 
    4.859e-01     7.283e-01     4.837e-01     2.151e-01 
    4.861e-01     7.269e-01     4.838e-01     2.157e-01 
    4.863e-01     7.256e-01     4.839e-01     2.163e-01 
    4.864e-01     7.243e-01     4.840e-01     2.168e-01 
    4.866e-01     7.229e-01     4.842e-01     2.174e-01 
    4.868e-01     7.216e-01     4.843e-01     2.179e-01 
    4.869e-01     7.203e-01     4.844e-01     2.185e-01 
    4.871e-01     7.190e-01     4.845e-01     2.190e-01 
    4.873e-01     7.178e-01     4.846e-01     2.195e-01 
    4.874e-01     7.165e-01     4.848e-01     2.201e-01 
    4.876e-01     7.153e-01     4.849e-01     2.206e-01 
    4.878e-01     7.140e-01     4.850e-01     2.211e-01 
    4.879e-01     7.128e-01     4.851e-01     2.216e-01 
    4.881e-01     7.116e-01     4.852e-01     2.221e-01 
    4.883e-01     7.104e-01     4.854e-01     2.226e-01 
    4.884e-01     7.092e-01     4.855e-01     2.231e-01 
    4.886e-01     7.080e-01     4.856e-01     2.236e-01 
    4.888e-01     7.068e-01     4.857e-01     2.241e-01 
    4.889e-01     7.057e-01     4.858e-01     2.246e-01 
    4.891e-01     7.045e-01     4.859e-01     2.251e-01 
