10.2	1
9.96	0.941
9.71	0.837
9.38	0.725
8.91	0.655
8.95	0.602
8.63	0.548
8.26	0.429
7.79	0.0644
7.82	1.47e-06
7.65	1e-06
7.51	1e-06
7.37	1e-06
7.23	1e-06
7.09	1e-06
6.95	1e-06
9.96	0.941
9.78	0.887
9.57	0.785
9.31	0.686
9.04	0.623
8.91	0.582
8.51	0.51
8.19	0.218
7.89	0.000885
7.77	1.03e-06
7.51	1e-06
7.37	1e-06
7.23	1e-06
7.09	1e-06
6.94	1e-06
6.79	1e-06
9.71	0.837
9.57	0.785
9.4	0.702
9.2	0.642
8.99	0.592
8.82	0.539
8.36	0.368
8.08	0.042
7.84	7.68e-05
7.68	1e-06
7.38	1e-06
7.24	1e-06
7.1	1e-06
6.95	1e-06
6.79	1e-06
6.63	1e-06
9.38	0.725
9.31	0.686
9.2	0.642
9.04	0.604
8.85	0.54
8.65	0.401
8.18	0.087
7.94	0.000345
7.72	1.01e-06
7.54	1e-06
7.24	1e-06
7.11	1e-06
6.97	1e-06
6.81	1e-06
6.64	1e-06
6.45	1e-06
8.91	0.655
9.04	0.623
8.99	0.592
8.85	0.54
8.63	0.37
8.37	0.0932
8.01	0.000595
7.8	1.04e-06
7.56	1e-06
7.33	1e-06
7.11	1e-06
6.99	1e-06
6.85	1e-06
6.7	1e-06
6.51	1e-06
6.25	1e-06
8.95	0.602
8.91	0.582
8.82	0.539
8.65	0.401
8.37	0.0932
8.05	0.000516
7.69	1.06e-06
7.51	1e-06
7.29	1e-06
7.11	1e-06
6.96	1e-06
6.88	1e-06
6.76	1e-06
6.62	1e-06
6.45	1e-06
6.27	1e-06
8.63	0.548
8.51	0.51
8.36	0.368
8.18	0.087
8.01	0.000595
7.69	1.06e-06
7.46	1e-06
7.25	1e-06
7.06	1e-06
6.8	1e-06
6.67	1e-06
6.54	1e-06
6.38	1e-06
6.22	1e-06
6.06	1e-06
5.89	1e-06
8.26	0.429
8.19	0.218
8.08	0.042
7.94	0.000345
7.8	1.04e-06
7.51	1e-06
7.25	1e-06
7.07	1e-06
6.89	1e-06
6.62	1e-06
6.43	1e-06
6.3	1e-06
6.15	1e-06
5.97	1e-06
5.76	1e-06
5.53	1e-06
7.79	0.0644
7.89	0.000885
7.84	7.68e-05
7.72	1.01e-06
7.56	1e-06
7.29	1e-06
7.06	1e-06
6.89	1e-06
6.68	1e-06
6.38	1e-06
6.21	1e-06
6.09	1e-06
5.94	1e-06
5.75	1e-06
5.5	1e-06
5.1	1e-06
7.82	1.47e-06
7.77	1.03e-06
7.68	1e-06
7.54	1e-06
7.33	1e-06
7.11	1e-06
6.8	1e-06
6.62	1e-06
6.38	1e-06
6.16	1e-06
5.99	1e-06
5.92	1e-06
5.77	1e-06
5.59	1e-06
5.38	1e-06
5.13	1e-06
7.65	1e-06
7.51	1e-06
7.38	1e-06
7.24	1e-06
7.11	1e-06
6.96	1e-06
6.67	1e-06
6.43	1e-06
6.21	1e-06
5.99	1e-06
5.7	1e-06
5.43	1e-06
5.17	1e-06
4.92	1e-06
4.68	1e-06
4.46	1e-06
7.51	1e-06
7.37	1e-06
7.24	1e-06
7.11	1e-06
6.99	1e-06
6.88	1e-06
6.54	1e-06
6.3	1e-06
6.09	1e-06
5.92	1e-06
5.43	1e-06
5.11	1e-06
4.78	1e-06
4.46	1e-06
4.15	1e-06
3.84	1e-06
7.37	1e-06
7.23	1e-06
7.1	1e-06
6.97	1e-06
6.85	1e-06
6.76	1e-06
6.38	1e-06
6.15	1e-06
5.94	1e-06
5.77	1e-06
5.17	1e-06
4.78	1e-06
4.39	1e-06
4	1e-06
3.62	1e-06
3.23	1e-06
7.23	1e-06
7.09	1e-06
6.95	1e-06
6.81	1e-06
6.7	1e-06
6.62	1e-06
6.22	1e-06
5.97	1e-06
5.75	1e-06
5.59	1e-06
4.92	1e-06
4.46	1e-06
4	1e-06
3.54	1e-06
3.08	1e-06
2.62	1e-06
7.09	1e-06
6.94	1e-06
6.79	1e-06
6.64	1e-06
6.51	1e-06
6.45	1e-06
6.06	1e-06
5.76	1e-06
5.5	1e-06
5.38	1e-06
4.68	1e-06
4.15	1e-06
3.62	1e-06
3.08	1e-06
2.54	1e-06
2	1e-06
6.95	1e-06
6.79	1e-06
6.63	1e-06
6.45	1e-06
6.25	1e-06
6.27	1e-06
5.89	1e-06
5.53	1e-06
5.1	1e-06
5.13	1e-06
4.46	1e-06
3.84	1e-06
3.23	1e-06
2.62	1e-06
2	1e-06
0	1e-06
9.56	1
9.36	0.967
9.14	0.91
8.88	0.829
8.52	0.769
8.55	0.711
8.31	0.659
8.08	0.618
7.78	0.586
7.81	0.548
7.66	0.45
7.52	0.087
7.38	1.01e-06
7.24	1e-06
7.1	1e-06
6.95	1e-06
9.36	0.967
9.2	0.935
9.02	0.874
8.82	0.794
8.61	0.732
8.52	0.69
8.24	0.643
8.04	0.602
7.86	0.561
7.77	0.525
7.53	0.382
7.38	0.0279
7.24	1.48e-05
7.09	1e-06
6.94	1e-06
6.79	1e-06
9.14	0.91
9.02	0.874
8.89	0.813
8.73	0.743
8.57	0.687
8.45	0.649
8.15	0.613
7.98	0.579
7.82	0.535
7.69	0.47
7.39	0.188
7.24	0.00065
7.1	1.05e-06
6.95	1e-06
6.79	1e-06
6.63	1e-06
8.88	0.829
8.82	0.794
8.73	0.743
8.6	0.69
8.46	0.651
8.33	0.622
8.05	0.59
7.89	0.557
7.73	0.502
7.55	0.31
7.25	0.0176
7.11	8.56e-06
6.97	1e-06
6.82	1e-06
6.64	1e-06
6.46	1e-06
8.52	0.769
8.61	0.732
8.57	0.687
8.46	0.651
8.32	0.623
8.16	0.597
7.94	0.571
7.79	0.531
7.58	0.409
7.34	0.0841
7.11	0.000203
6.99	1e-06
6.86	1e-06
6.7	1e-06
6.51	1e-06
6.26	1e-06
8.55	0.711
8.52	0.69
8.45	0.649
8.33	0.622
8.16	0.597
7.96	0.566
7.69	0.542
7.53	0.479
7.3	0.231
7.11	0.00173
6.96	1.04e-06
6.88	1e-06
6.76	1e-06
6.62	1e-06
6.45	1e-06
6.27	1e-06
8.31	0.659
8.24	0.643
8.15	0.613
8.05	0.59
7.94	0.571
7.69	0.542
7.5	0.489
7.28	0.292
7.08	0.0322
6.8	2.74e-05
6.67	1e-06
6.53	1e-06
6.38	1e-06
6.22	1e-06
6.06	1e-06
5.89	1e-06
8.08	0.618
8.04	0.602
7.98	0.579
7.89	0.557
7.79	0.531
7.53	0.479
7.28	0.292
7.08	0.0355
6.9	6.51e-05
6.62	1e-06
6.42	1e-06
6.3	1e-06
6.15	1e-06
5.97	1e-06
5.76	1e-06
5.53	1e-06
7.78	0.586
7.86	0.561
7.82	0.535
7.73	0.502
7.58	0.409
7.3	0.231
7.08	0.0322
6.9	6.51e-05
6.69	1e-06
6.38	1e-06
6.2	1e-06
6.09	1e-06
5.94	1e-06
5.75	1e-06
5.5	1e-06
5.1	1e-06
7.81	0.548
7.77	0.525
7.69	0.47
7.55	0.31
7.34	0.0841
7.11	0.00173
6.8	2.74e-05
6.62	1e-06
6.38	1e-06
6.16	1e-06
5.99	1e-06
5.92	1e-06
5.77	1e-06
5.59	1e-06
5.38	1e-06
5.13	1e-06
7.66	0.45
7.53	0.382
7.39	0.188
7.25	0.0176
7.11	0.000203
6.96	1.04e-06
6.67	1e-06
6.42	1e-06
6.2	1e-06
5.99	1e-06
5.7	1e-06
5.43	1e-06
5.17	1e-06
4.92	1e-06
4.68	1e-06
4.46	1e-06
7.52	0.087
7.38	0.0279
7.24	0.00065
7.11	8.56e-06
6.99	1e-06
6.88	1e-06
6.53	1e-06
6.3	1e-06
6.09	1e-06
5.92	1e-06
5.43	1e-06
5.11	1e-06
4.78	1e-06
4.46	1e-06
4.15	1e-06
3.84	1e-06
7.38	1.01e-06
7.24	1.48e-05
7.1	1.05e-06
6.97	1e-06
6.86	1e-06
6.76	1e-06
6.38	1e-06
6.15	1e-06
5.94	1e-06
5.77	1e-06
5.17	1e-06
4.78	1e-06
4.39	1e-06
4	1e-06
3.62	1e-06
3.23	1e-06
7.24	1e-06
7.09	1e-06
6.95	1e-06
6.82	1e-06
6.7	1e-06
6.62	1e-06
6.22	1e-06
5.97	1e-06
5.75	1e-06
5.59	1e-06
4.92	1e-06
4.46	1e-06
4	1e-06
3.54	1e-06
3.08	1e-06
2.62	1e-06
7.1	1e-06
6.94	1e-06
6.79	1e-06
6.64	1e-06
6.51	1e-06
6.45	1e-06
6.06	1e-06
5.76	1e-06
5.5	1e-06
5.38	1e-06
4.68	1e-06
4.15	1e-06
3.62	1e-06
3.08	1e-06
2.54	1e-06
2	1e-06
6.95	1e-06
6.79	1e-06
6.63	1e-06
6.46	1e-06
6.26	1e-06
6.27	1e-06
5.89	1e-06
5.53	1e-06
5.1	1e-06
5.13	1e-06
4.46	1e-06
3.84	1e-06
3.23	1e-06
2.62	1e-06
2	1e-06
0	1e-06
9.21	1
9.02	0.976
8.81	0.935
8.56	0.869
8.24	0.817
8.27	0.765
8.07	0.716
7.87	0.672
7.62	0.637
7.64	0.603
7.54	0.567
7.45	0.502
7.33	0.217
7.19	3.68e-05
7.07	1e-06
6.94	1e-06
9.02	0.976
8.86	0.951
8.7	0.906
8.51	0.84
8.32	0.784
8.24	0.745
8	0.699
7.84	0.653
7.68	0.618
7.6	0.591
7.44	0.558
7.34	0.494
7.2	0.2
7.06	4.63e-05
6.92	1e-06
6.78	1e-06
8.81	0.935
8.7	0.906
8.57	0.856
8.43	0.796
8.29	0.743
8.18	0.705
7.92	0.667
7.78	0.629
7.64	0.595
7.54	0.566
7.34	0.536
7.22	0.465
7.08	0.133
6.92	0.000127
6.77	1e-06
6.61	1e-06
8.56	0.869
8.51	0.84
8.43	0.796
8.32	0.747
8.19	0.702
8.08	0.67
7.83	0.638
7.7	0.606
7.56	0.578
7.44	0.55
7.23	0.513
7.11	0.369
6.95	0.0328
6.8	3.29e-05
6.63	1e-06
6.44	1e-06
8.24	0.817
8.32	0.784
8.29	0.743
8.19	0.702
8.07	0.667
7.93	0.644
7.73	0.62
7.6	0.592
7.45	0.564
7.28	0.536
7.11	0.486
6.99	0.228
6.84	0.000625
6.69	1.01e-06
6.5	1e-06
6.24	1e-06
8.27	0.765
8.24	0.745
8.18	0.705
8.08	0.67
7.93	0.644
7.75	0.621
7.52	0.6
7.4	0.578
7.24	0.554
7.11	0.521
6.98	0.442
6.89	0.112
6.76	0.00015
6.61	1e-06
6.44	1e-06
6.26	1e-06
8.07	0.716
8	0.699
7.92	0.667
7.83	0.638
7.73	0.62
7.52	0.6
7.37	0.575
7.22	0.557
7.08	0.538
6.84	0.498
6.7	0.32
6.54	0.0136
6.39	5.73e-06
6.22	1e-06
6.05	1e-06
5.89	1e-06
7.87	0.672
