0,0,1,0
0.00035731,1e-06,1,0.00080997
0.00068447,1e-06,1,0.0015448
0.00099746,1e-06,1,0.0021963
0.0012988,1e-06,1,0.002785
0.0015919,1e-06,1,0.0033238
0.0018788,1e-06,1,0.003824
0.0021619,1e-06,1,0.0042943
0.0024432,1e-06,1,0.0047415
0.0027247,1e-06,1,0.0051711
0.0030083,1e-06,1,0.0055881
0.0032963,1e-06,1,0.0059971
0.003591,1e-06,1,0.0064024
0.003895,1e-06,1,0.0068081
0.0042112,1e-06,1,0.0072182
0.0045426,1e-06,1,0.0076369
0.0048928,1e-06,1,0.0080683
0.0052657,1e-06,1,0.008517
0.0056658,1e-06,1,0.0089878
0.0060982,1e-06,1,0.0094859
0.0065687,1e-06,1,0.010017
0.0070846,1e-06,1,0.01059
0.0076543,1e-06,1,0.011211
0.0082887,1e-06,1,0.011892
0.0090015,1e-06,1,0.012646
0.0098103,1e-06,1,0.013492
0.010739,1e-06,1,0.014452
0.011674,1e-06,1,0.015411
0.0126,1e-06,1,0.016352
0.013526,1e-06,1,0.017289
0.014463,1e-06,1,0.018234
0.015425,1e-06,1,0.0192
0.016374,1e-06,1,0.020153
0.017321,1e-06,1,0.021103
0.018288,1e-06,1,0.022072
0.019307,1e-06,1,0.023092
0.020413,1e-06,1,0.024199
0.021653,1e-06,1,0.02544
0.023073,1e-06,1,0.02686
0.024483,1e-06,1,0.028271
0.025845,1e-06,1,0.029633
0.027237,1e-06,1,0.031024
0.028697,1e-06,1,0.032485
0.030097,1e-06,1,0.033885
0.031454,1e-06,1,0.035241
0.032787,1e-06,1,0.036575
0.034116,1e-06,1,0.037904
0.035465,1e-06,1,0.039252
0.036861,1e-06,1,0.040649
0.038339,1e-06,1,0.042127
0.039811,1e-06,1,0.043599
0.041319,1e-06,1,0.045107
0.042918,1e-06,1,0.046706
0.044673,1e-06,1,0.048461
0.046648,1e-06,1,0.050435
0.048664,1e-06,1,0.052452
0.050536,1e-06,1,0.054324
0.052371,1e-06,1,0.056159
0.054169,1e-06,1,0.057957
0.055927,1e-06,1,0.059715
0.057665,1e-06,1,0.061452
0.059407,1e-06,1,0.063195
0.061184,1e-06,1,0.064972
0.062995,1e-06,1,0.066783
0.064867,1e-06,1,0.068655
0.066852,1e-06,1,0.07064
0.068799,1e-06,1,0.072587
0.070761,1e-06,1,0.074549
0.072813,1e-06,1,0.0766
0.075029,1e-06,1,0.078817
0.077493,1e-06,1,0.081281
0.079938,1e-06,1,0.083726
0.082277,1e-06,1,0.086065
0.084523,1e-06,1,0.08831
0.0867,1e-06,1,0.090487
0.088836,1e-06,1,0.092624
0.090962,1e-06,1,0.094749
0.093113,1e-06,1,0.096901
0.095331,1e-06,1,0.099118
0.097621,1e-06,1,0.10141
0.10004,1e-06,1,0.10383
0.10246,1e-06,1,0.10624
0.10479,1e-06,1,0.10858
0.10711,1e-06,1,0.1109
0.1095,1e-06,1,0.11329
0.11206,1e-06,1,0.11585
0.11489,1e-06,1,0.11868
0.1177,1e-06,1,0.12149
0.12041,1e-06,1,0.1242
0.12305,1e-06,1,0.12684
0.12564,1e-06,1,0.12943
0.12821,1e-06,1,0.132
0.1308,1e-06,1,0.13459
0.13344,1e-06,1,0.13723
0.13607,1e-06,1,0.13986
0.13876,1e-06,1,0.14255
0.14159,1e-06,1,0.14538
0.1445,1e-06,1,0.14829
0.14732,1e-06,1,0.1511
0.15011,1e-06,1,0.1539
0.15298,1e-06,1,0.15677
0.15604,1e-06,1,0.15983
0.15923,1e-06,1,0.16301
0.16231,1e-06,1,0.1661
0.16533,1e-06,1,0.16912
0.16828,1e-06,1,0.17207
0.17119,1e-06,1,0.17498
0.17411,1e-06,1,0.1779
0.17709,1e-06,1,0.18088
0.18017,1e-06,1,0.18395
0.18324,1e-06,1,0.18703
0.18639,1e-06,1,0.19018
0.18972,1e-06,1,0.19351
0.19295,1e-06,1,0.19673
0.19607,1e-06,1,0.19985
0.19918,1e-06,1,0.20297
0.20236,1e-06,1,0.20615
0.20575,1e-06,1,0.20954
0.20925,1e-06,1,0.21303
0.21264,1e-06,1,0.21643
0.21594,1e-06,1,0.21973
0.21909,1e-06,1,0.22288
